,bagging_temperature,bootstrap_type,iterations,learning_rate,loss_function,max_depth,random_seed,random_strength,task_type,loss,iteration,train_time
17,82.04609280054851,Bayesian,1000.0,0.031080512258594095,MAE,7.0,42.0,69.21104520712689,GPU,6.53864113781454,18,2.5779147307078043
18,70.42833089859714,Bayesian,1000.0,0.09951940826444038,MAE,8.0,42.0,28.813841028148136,GPU,6.515840800446386,19,2.646570376555125
19,2.1377284848035916,Bayesian,1000.0,0.11079316659470263,MAE,9.0,42.0,39.77858693319253,GPU,6.059167932676416,20,18.762776291370393
20,2.537483584232008,Bayesian,1000.0,0.06547170550264401,MAE,7.0,42.0,32.22011287701258,GPU,6.086641076858514,21,15.333238943417866
21,0.4570576449101187,Bayesian,1000.0,0.06351645640154241,MAE,6.0,42.0,20.349024979343188,GPU,6.088363597413589,22,13.691868086655937
22,2.7360548295025677,Bayesian,1000.0,0.059012482646835986,MAE,7.0,42.0,12.627429502443732,GPU,6.094038002564843,23,15.252388064066567
23,11.370458868702933,Bayesian,1000.0,0.08841748209568326,MAE,10.0,42.0,33.79947924816648,GPU,6.121157206174376,24,20.108653624852494
24,7.281952350019115,Bayesian,1000.0,0.04773125629058833,MAE,5.0,42.0,6.685190275755225,GPU,6.171240566469026,25,12.576967171827953
25,16.610204131736275,Bayesian,1000.0,0.18503022705500094,MAE,7.0,42.0,25.42582218431162,GPU,6.10879895823809,26,15.001333661874135
26,0.24876594055634937,Bayesian,1000.0,0.13171835223249723,MAE,5.0,42.0,34.65584060410642,GPU,6.066083657455272,27,12.398639659086866
27,59.64754646219706,Bayesian,1000.0,0.14208695996220946,MAE,5.0,42.0,17.17340970677606,GPU,6.515861900608858,28,2.562213734785716
28,12.838434514292919,Bayesian,1000.0,0.19643351466639242,MAE,4.0,42.0,39.465014397119646,GPU,6.125986798917798,29,11.190673863887787
29,23.131709885088842,Bayesian,1000.0,0.09836691338124583,MAE,4.0,42.0,38.563471937554645,GPU,6.155435592340172,30,11.193075927098592
30,7.8558184220983875,Bayesian,1000.0,0.1376528983990229,MAE,6.0,42.0,46.13038581390732,GPU,6.1124710458881655,31,13.888896493117015
31,24.2049462497216,Bayesian,1000.0,0.0444266359582431,MAE,3.0,42.0,22.437594438564794,GPU,6.268360438250373,32,9.204603803157806
32,99.25551507783157,Bayesian,1000.0,0.15832847019254678,MAE,5.0,42.0,11.20651730917757,GPU,6.515864245071354,33,2.558413811524709
33,33.36724054486238,Bayesian,1000.0,0.0842668553925571,MAE,2.0,42.0,45.37021939336498,GPU,6.255885846362682,34,2.7372864325841273
34,0.025450756467009672,Bayesian,1000.0,0.1985339952844135,MAE,10.0,42.0,1.5110937913506746,GPU,6.026423044776889,35,20.968796690305073
35,59.275122501429244,Bayesian,1000.0,0.024900985729448988,MAE,10.0,42.0,1.7326563400553574,GPU,6.587258622933063,36,2.5697977622350057
36,18.16610432278291,Bayesian,1000.0,0.05226511750125747,MAE,10.0,42.0,5.466846754603699,GPU,6.1507027086747454,37,19.747585952281955
37,28.467652422829058,Bayesian,1000.0,0.03966313100577663,MAE,8.0,42.0,70.93952347977881,GPU,6.2001009730691585,38,15.802513368924458
38,6.78345932178728,Bayesian,1000.0,0.19964561754740018,MAE,9.0,42.0,15.134753189597399,GPU,6.0893749399231485,39,18.100754825274148
39,13.77120956114801,Bayesian,1000.0,0.008271619630997715,MAE,10.0,42.0,78.93714161746284,GPU,7.244752287023165,40,18.93220101197561
40,36.552799473980286,Bayesian,1000.0,0.005508321936671971,MAE,8.0,42.0,99.0823885969217,GPU,7.833384032334827,41,2.631390607357025
41,50.69838241710431,Bayesian,1000.0,0.1015222033446502,MAE,9.0,42.0,6.005082611476783,GPU,6.515843071644429,42,2.5621946334838865
42,20.859388073045718,Bayesian,1000.0,0.07822997354517301,MAE,9.0,42.0,58.229569846315,GPU,6.129768636718503,43,17.773274966080987
43,58.34767496278729,Bayesian,1000.0,0.11532712954702778,MAE,9.0,42.0,26.560417898937747,GPU,6.5158435844956015,44,2.558840835094452
44,42.97013688805621,Bayesian,1000.0,0.1794189002976026,MAE,10.0,42.0,48.61188652173619,GPU,6.515878018788523,45,2.5681396166483563
45,27.902983544754633,Bayesian,1000.0,0.1500292256607009,MAE,8.0,42.0,76.35848357700993,GPU,6.107839486961273,46,16.084516008694965
46,5.024939916808712,Bayesian,1000.0,0.03987036212524065,MAE,10.0,42.0,90.78580254390604,GPU,6.1518750131876025,47,19.46490968465805
47,65.4915706990793,Bayesian,1000.0,0.024096553483851285,MAE,8.0,42.0,64.51134398054349,GPU,6.593556508579559,48,2.5626266678174336
48,47.819153484352995,Bayesian,1000.0,0.01099113429837799,MAE,9.0,42.0,1.7058692960950665,GPU,6.984130626416934,49,2.565298144022624
49,10.14725614088712,Bayesian,1000.0,0.07193443836959833,MAE,10.0,42.0,84.01225177164986,GPU,6.128227152626853,50,20.027843117713925
50,15.825099563770372,Bayesian,1000.0,0.025507912100712342,MAE,7.0,42.0,57.19212342366684,GPU,6.310464347172696,51,14.925511276721954
51,37.503858228648426,Bayesian,1000.0,0.11427043430348763,MAE,6.0,42.0,40.55158315416355,GPU,6.515850764411996,52,2.561590584119161
52,93.08714141463138,Bayesian,1000.0,0.01796001765083996,MAE,9.0,42.0,67.35412919692816,GPU,6.645865203370398,53,2.564646804332733
53,74.80003003730891,Bayesian,1000.0,0.05705741290045388,MAE,8.0,42.0,29.697508709386213,GPU,6.51581545094564,54,2.5617587367693577
54,46.025075368559904,Bayesian,1000.0,0.16694622980907325,MAE,10.0,42.0,9.634144614032571,GPU,6.5158629263112,55,2.5715564926465357
55,20.868975001317867,Bayesian,1000.0,0.0882528750625091,MAE,8.0,42.0,18.748567898122317,GPU,6.129752225481024,56,16.306507269541427
56,0.1096580921165895,Bayesian,1000.0,0.06969311526637732,MAE,7.0,42.0,49.691092660989014,GPU,6.075349266300463,57,15.176462205251058
57,54.40146119011051,Bayesian,1000.0,0.03429459443229825,MAE,9.0,42.0,23.530349041122367,GPU,6.5158021168151885,58,2.577868926525116
58,3.54891153121683,Bayesian,1000.0,0.1076617385403446,MAE,3.0,42.0,54.73084673673258,GPU,6.105024666676044,59,9.427777194976807
59,79.33190370450166,Bayesian,1000.0,0.1318018287205879,MAE,6.0,42.0,36.852339176675315,GPU,6.515864171806902,60,2.5672987699508667
60,9.797831489518543,Bayesian,1000.0,0.006757312194008504,MAE,7.0,42.0,42.89988624535244,GPU,7.513375451602089,61,14.726191759109495
61,33.959085781071764,Bayesian,1000.0,0.19873830463027284,MAE,10.0,42.0,30.776016851311624,GPU,6.103760928125813,62,14.753434216976164
62,40.040364858146255,Bayesian,1000.0,0.014147397355171724,MAE,9.0,42.0,14.124046996347374,GPU,6.815390062878484,63,2.5669238607088727
63,29.623870584881384,Bayesian,1000.0,0.15579128778224882,MAE,8.0,42.0,92.70290593416557,GPU,6.106189864536956,64,16.055567224820454
64,65.51072623507754,Bayesian,1000.0,0.05386786716008155,MAE,10.0,42.0,62.024752112933456,GPU,6.5158169162347,65,2.5730640411376955
65,14.434617292805585,Bayesian,1000.0,0.12437668389083122,MAE,4.0,42.0,37.42257787699043,GPU,6.142395618668486,66,11.181485482056935
66,0.6913300342205008,Bayesian,1000.0,0.09108845178060299,MAE,5.0,42.0,34.12395791128089,GPU,6.08028729043436,67,12.319164248307546
67,7.513356538911621,Bayesian,1000.0,0.12963455423492964,MAE,4.0,42.0,34.72145665355937,GPU,6.124641883353612,68,11.207012116909027
68,0.01822943084857256,Bayesian,1000.0,0.07951752013364048,MAE,5.0,42.0,21.308439159009435,GPU,6.087479075672218,69,12.354256745179493
69,20.41982138250018,Bayesian,1000.0,0.06256800316338133,MAE,3.0,42.0,26.93429744196155,GPU,6.215650767108129,70,9.27744498650233
70,25.763295613839333,Bayesian,1000.0,0.18233965435588342,MAE,5.0,42.0,42.438652777940916,GPU,6.119471024788003,71,12.5819211324056
71,3.437112692379316,Bayesian,1000.0,0.14818266302470987,MAE,6.0,42.0,46.02185765599394,GPU,6.07849516864891,72,14.444566007455188
72,17.5868997634795,Bayesian,1000.0,0.04930277223705033,MAE,6.0,42.0,53.210106097441006,GPU,6.182466951870529,73,13.775731194019318
73,11.1122556004307,Bayesian,1000.0,0.16730431976951857,MAE,5.0,42.0,48.65410054123159,GPU,6.121219700752808,74,12.587559044361115
74,5.825687677001747,Bayesian,1000.0,0.09485520778400974,MAE,4.0,42.0,9.610428206092607,GPU,6.123606656632368,75,11.260440921783447
75,22.826998027080887,Bayesian,1000.0,0.1224395174682441,MAE,2.0,42.0,16.719471525989068,GPU,6.189649432522852,76,2.78035581111908
76,12.41863998889087,Bayesian,1000.0,0.1410934404842819,MAE,4.0,42.0,24.92310641218312,GPU,6.13614835875903,77,11.186602811018622
77,0.44511006617800786,Bayesian,1000.0,0.19985340259223094,MAE,3.0,42.0,71.4948817404542,GPU,6.074826817485938,78,9.236152227719623
78,9.131710148841012,Bayesian,1000.0,0.10473239533573823,MAE,7.0,42.0,75.51693701393393,GPU,6.12069080466642,79,15.246652539571128
79,26.51024950676559,Bayesian,1000.0,0.06981320108498394,MAE,6.0,42.0,31.93923903363153,GPU,6.153934989813313,80,13.537447921435039
80,98.46936682774316,Bayesian,1000.0,0.03963400422141171,MAE,5.0,42.0,3.7920742953613455,GPU,6.5158059265667445,81,2.5635144829750063
81,86.02933919809607,Bayesian,1000.0,0.02911658362254008,MAE,9.0,42.0,0.4270443413391405,GPU,6.554131587646557,82,2.56339967250824
82,15.685340269432542,Bayesian,1000.0,0.021415423628838713,MAE,4.0,42.0,60.34189987164817,GPU,6.429516812140565,83,11.040511739253995
83,4.356168433126646,Bayesian,1000.0,0.08020636848686678,MAE,6.0,42.0,56.0208241675809,GPU,6.1058825934209695,84,13.965044339497886
84,32.56716136239054,Bayesian,1000.0,0.11165237376600404,MAE,7.0,42.0,66.58716164806665,GPU,6.125843493647679,85,14.027812337875366
85,54.0231912464223,Bayesian,1000.0,0.04230763152436559,MAE,10.0,42.0,35.74482774633585,GPU,6.515802116815188,86,2.5694377779960638
86,20.178296588548488,Bayesian,1000.0,0.17815247318707797,MAE,5.0,42.0,27.589076164617076,GPU,6.121310768467917,87,12.421323466300965
87,1.57988032824845,Bayesian,1000.0,0.16179046733636418,MAE,8.0,42.0,51.7143804251499,GPU,6.046869395269344,88,17.28923021554947
88,2.4891458060610727,Bayesian,1000.0,0.1620958319721483,MAE,9.0,42.0,51.32327615313787,GPU,6.0555912353441785,89,18.451857419808707
89,35.44382202691325,Bayesian,1000.0,0.15976446509145656,MAE,9.0,42.0,84.50994070565112,GPU,6.198108546269138,90,4.291160031159719
90,23.688508826333532,Bayesian,1000.0,0.13978917458546636,MAE,8.0,42.0,51.539404638580315,GPU,6.110283808907551,91,16.250281476974486
91,30.701218230305383,Bayesian,1000.0,0.011427160767395948,MAE,8.0,42.0,60.031269601471294,GPU,6.870313419468885,92,14.136512696743011
92,14.067680959670827,Bayesian,1000.0,0.11963923751440382,MAE,10.0,42.0,81.35338816593128,GPU,6.111095652311523,93,20.11184694369634
93,39.5408395312316,Bayesian,1000.0,0.19099894995229286,MAE,9.0,42.0,64.9293642687963,GPU,6.515876480235008,94,2.569147404034932
94,2.3533381237811795,Bayesian,1000.0,0.0754405434985851,MAE,8.0,42.0,44.7009350870801,GPU,6.075449858394466,95,16.753955022493994
95,5.545149435225483,Bayesian,1000.0,0.016354101920792806,MAE,9.0,42.0,68.54489156666652,GPU,6.501437888155071,96,17.239460643132528
96,44.58067979959938,Bayesian,1000.0,0.09626563026534034,MAE,10.0,42.0,47.62724831209807,GPU,6.515844976520207,97,2.572899130980174
97,68.22156523210256,Bayesian,1000.0,0.05888179998698645,MAE,9.0,42.0,52.172762046512915,GPU,6.5158106887561935,98,2.5677957057952883
98,77.54673846516448,Bayesian,1000.0,0.0858155835613677,MAE,7.0,42.0,73.13565487388249,GPU,6.515827905902653,99,2.5686065594355267
99,8.362671241098298,Bayesian,1000.0,0.00947260530092395,MAE,10.0,42.0,42.58513680402413,GPU,7.063780882432238,100,19.119980470339453
